Nº doc.,Texto,Oc,CeBe,Proveedor / Usuario,Solicitante OC,Importe en ML,Lib.mayor,Cuenta Contable,Cuenta SV,Mes,Periodo,Año Academico,CeCo
6600111718,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,65,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690104000 - Profesional
6600111719,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690104000 - Profesional
6600114117,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,774,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
6600114118,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,183,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
6600114441,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,96,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
6600114637,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,320,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
6600115194,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,640,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
6600116547,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,1136,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
6600116548,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,320,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
6600102158,IVA GRAVADO EXENTO,,5690105000,IVA GRAVADO EXENTO,,86,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690105000 - Maestria
6600111371,IVA GRAVADO EXENTO,,5690105000,IVA GRAVADO EXENTO,,267,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690105000 - Maestria
6600114442,IVA GRAVADO EXENTO,,5690105000,IVA GRAVADO EXENTO,,38,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690105000 - Maestria
6600111372,IVA GRAVADO EXENTO,,5690110000,IVA GRAVADO EXENTO,,478,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690110000 - Ejecutivo
6600114443,IVA GRAVADO EXENTO,,5690110000,IVA GRAVADO EXENTO,,38,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690110000 - Ejecutivo
6600114636,IVA GRAVADO EXENTO,,5690110000,IVA GRAVADO EXENTO,,560,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690110000 - Ejecutivo
6600102781,IVA GRAVADO EXENTO,,5690303000,IVA GRAVADO EXENTO,,56,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690303000 - EducacionCont OI U4P
6600111373,IVA GRAVADO EXENTO,,5690303000,IVA GRAVADO EXENTO,,244,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690303000 - EducacionCont OI U4P
6600111702,IVA GRAVADO EXENTO,,5690303000,IVA GRAVADO EXENTO,,238,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690303000 - EducacionCont OI U4P
6600111703,IVA GRAVADO EXENTO,,5690303000,IVA GRAVADO EXENTO,,38,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690303000 - EducacionCont OI U4P
6600107337,IVA GRAVADO EXENTO,,5691301000,IVA GRAVADO EXENTO,,3840,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5691301000 - Arrendamientos
6600099341,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,457,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600099375,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,419,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600100069,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,190,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600100070,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,798,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600100071,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,86,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600100072,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,76,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600104952,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,83,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600104953,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,149,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600107086,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,1021,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600107087,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,286,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600111374,IVA GRAVADO EXENTO,,5692003000,IVA GRAVADO EXENTO,,1118,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
6600111375,IVA GRAVADO EXENTO,,5692007000,IVA GRAVADO EXENTO,,440,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692007000 - Biblioteca
6600102782,IVA GRAVADO EXENTO,,5692099000,IVA GRAVADO EXENTO,,55,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692099000 - Dir General Campus
6600102866,IVA GRAVADO EXENTO,,5692099000,IVA GRAVADO EXENTO,,83,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692099000 - Dir General Campus
6600104151,IVA GRAVADO EXENTO,,5692099000,IVA GRAVADO EXENTO,,206,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692099000 - Dir General Campus
6600111376,IVA GRAVADO EXENTO,,5692099000,IVA GRAVADO EXENTO,,501,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692099000 - Dir General Campus
6600111938,IVA GRAVADO EXENTO,,5692099000,IVA GRAVADO EXENTO,,59,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692099000 - Dir General Campus
6600111939,IVA GRAVADO EXENTO,,5692099000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692099000 - Dir General Campus
6600114444,IVA GRAVADO EXENTO,,5692099000,IVA GRAVADO EXENTO,,77,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692099000 - Dir General Campus
6600116728,IVA GRAVADO EXENTO,,5692099000,IVA GRAVADO EXENTO,,3,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692099000 - Dir General Campus
6600099180,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,20,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600099210,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,32,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600099740,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,149,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600101767,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,58,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600102263,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,253,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600102264,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,231,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600102323,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,420,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600102367,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,29,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600104475,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,60,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600104605,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,29,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600108101,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,348,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600111377,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,106,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600113663,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600113664,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600114141,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,5,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600114906,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,64,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600115295,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,77,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600116729,IVA GRAVADO EXENTO,,5692101001,IVA GRAVADO EXENTO,,2,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600098301,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,843,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101002 - Vive Profesional
6600099801,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,376,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101002 - Vive Profesional
6600105090,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,13,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101002 - Vive Profesional
6600105188,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,600,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101002 - Vive Profesional
6600108102,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,844,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101002 - Vive Profesional
6600111378,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,129,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692101002 - Vive Profesional
6600113665,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600113666,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600113667,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600113668,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600113669,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600114532,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,405,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600114907,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,64,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600114957,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,272,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600115375,IVA GRAVADO EXENTO,,5692101002,IVA GRAVADO EXENTO,,333,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
6600104833,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,7,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104834,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,144,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104835,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,36,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104836,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,43,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104837,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,24,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104838,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,127,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104839,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,27,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104840,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,9,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104841,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,59,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104842,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,309,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600104843,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,32,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600111379,IVA GRAVADO EXENTO,,5692108000,IVA GRAVADO EXENTO,,211,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
6600111380,IVA GRAVADO EXENTO,,5694005000,IVA GRAVADO EXENTO,,468,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694005000 - Abasto/Compras
6600098302,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,1072,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600104152,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,416,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600105255,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,157,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600105256,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,89,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600105257,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,118,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600105258,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,89,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600107188,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,480,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600107850,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,548,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600111381,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,792,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600111856,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,100,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600111857,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,16,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600114445,IVA GRAVADO EXENTO,,5694099000,IVA GRAVADO EXENTO,,115,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694099000 - Direccion Finanzas
6600104153,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,1052,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
6600105305,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,1629,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
6600105306,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,2128,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
6600105307,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,2304,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
6600105308,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,1694,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
6600105309,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,430,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
6600114494,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,1214,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
6600114495,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,312,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
6600114972,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,312,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
6600114973,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,413,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
6600114974,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,269,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
6600114975,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,352,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
6600116136,IVA GRAVADO EXENTO,,5694801000,IVA GRAVADO EXENTO,,440,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
6600112541,IVA GRAVADO EXENTO,,5694803000,IVA GRAVADO EXENTO,,21127,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694803000 - Servicio de limpieza
6600112542,IVA GRAVADO EXENTO,,5694803000,IVA GRAVADO EXENTO,,1862,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694803000 - Servicio de limpieza
6600114523,IVA GRAVADO EXENTO,,5694803000,IVA GRAVADO EXENTO,,1079,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694803000 - Servicio de limpieza
6600101734,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,1352,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600104154,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,1511,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600104863,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,1098,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600105310,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,472,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600106643,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,1200,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600107159,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,848,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600107625,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,2442,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600111382,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,1072,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600114642,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,4704,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600114643,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,560,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600115980,IVA GRAVADO EXENTO,,5694899000,IVA GRAVADO EXENTO,,456,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600099648,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,-19,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600099649,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,3703,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600101652,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,2362,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600102008,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,18,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600102009,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,7071,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600102413,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,2375,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600102437,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,77,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600102477,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,67,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600104814,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,104,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600111383,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,957,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600114350,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,112,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600114351,IVA GRAVADO EXENTO,,5694999000,IVA GRAVADO EXENTO,,-1,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
6600100130,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,336,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600100133,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,680,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600100135,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,800,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600102783,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,303,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600106054,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,449,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600108103,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,763,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600108104,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,763,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600108368,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600108369,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600108370,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
